dataset,end-date,entry-date,notes,start-date,provision-reason,organisation,project,specification
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q27178932,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q27178932,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q27178932,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q27178932,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q27178932,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q27178932,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q27178932,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q4972284,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q4972284,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q4972284,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q4972284,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q4972284,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q4972284,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q4972284,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q4972284,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q5225646,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q5225646,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q5225646,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q5225646,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q5225646,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q5225646,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q5225646,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q5225646,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q72617158,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q72617158,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q72617158,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q72617158,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q72617158,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q72617158,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q72617158,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q72617158,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q72617669,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q72617669,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q72617669,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q72617669,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q72617669,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q72617669,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q72617669,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q72617669,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q72617784,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q72617784,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q72617784,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q72617784,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q72617784,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q72617784,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q72617784,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,tree-preservation-order
tree-preservation-order,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,tree-preservation-order
tree-preservation-zone,,2023-08-17,,,prospective,national-park-authority:Q72617784,open-digital-planning,tree-preservation-order
brownfield-land,,2023-08-17,,,statutory,national-park-authority:Q72617890,brownfield-land,brownfield-land
developer-agreement,,2023-08-17,,,encouraged,national-park-authority:Q72617890,developer-contribution,developer-ageement
developer-agreement-contribution,,2023-08-17,,,encouraged,national-park-authority:Q72617890,developer-contribution,developer-ageement
developer-agreement-transaction,,2023-08-17,,,encouraged,national-park-authority:Q72617890,developer-contribution,developer-ageement
design-code,,2023-08-17,,,prospective,national-park-authority:Q72617890,design-codes,design-code
design-code-area,,2023-08-17,,,prospective,national-park-authority:Q72617890,design-codes,design-code
design-code-rule,,2023-08-17,,,prospective,national-park-authority:Q72617890,design-codes,design-code
article-4-direction,,2023-08-17,,,prospective,national-park-authority:Q72617890,open-digital-planning,article-4-direction
article-4-direction-area,,2023-08-17,,,prospective,national-park-authority:Q72617890,open-digital-planning,article-4-direction
conservation-area,,2023-08-17,,,prospective,national-park-authority:Q72617890,open-digital-planning,conservation-area
conservation-area-document,,2023-08-17,,,prospective,national-park-authority:Q72617890,open-digital-planning,conservation-area
listed-building-outline,,2023-08-17,,,prospective,national-park-authority:Q72617890,open-digital-planning,listed-building
tree,,2023-08-17,,,prospective,national-park-authority:Q72617890,open-digital-planning,tree-preservation-order
