entity,name,prefix,reference,billing-authority,notes,opendatacommunities-uri,parliament-thesaurus,region,statistical-geography,twitter,website,wikidata,wikipedia,entry-date,start-date,end-date
407,Lee Valley Regional Park Authority,wikidata,Q6515400,E6803,,http://opendatacommunities.org/id/regional-park-authority/lee-valley,42590,,,,https://www.leevalleypark.org.uk/,Q6515400,Lee_Valley_Regional_Park_Authority,2025-02-19,,
