entity,name,prefix,reference,company,notes,parliament-thesaurus,statistical-geography,twitter,website,wikidata,wikipedia,entry-date,start-date,end-date
406,GeoPlace,wikidata,Q5533909,OC359627,,,,GeoPlaceLLP,https://www.geoplace.co.uk/,Q5533909,GeoPlace,2025-02-19,,
